标致2008 2015款 玩酷版 1.6L 自动翡翠型,2016年,2.8万公里,到店服务,6.38万,14.40万
别克 君越 2012款 2.4L SIDI雅致版,2013年,9.8万公里,到店服务,10.20万,25.60万
别克 英朗 2015款 15N 自动进取型,2016年,3.0万公里,到店服务,6.42万,13.00万
日产 蓝鸟 2016款 1.6L CVT智酷版,2016年,3.9万公里,到店服务,7.79万,14.30万
哈弗H6 Coupe 2018款 红标 1.5T 自动两驱豪华型,2018年,0.5万公里,到店服务,9.96万,13.10万
荣威RX5 2016款 20T 两驱自动互联网智享版,2017年,2.1万公里,到店服务,9.07万,16.20万
本田 锋范经典 2012款 1.5L 手动精英版,2014年,4.5万公里,到店服务,5.22万,10.80万
日产 骊威 2013款 1.6XE 手动舒适版,2013年,4.5万公里,到店服务,3.87万,9.30万
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版,2015年,3.2万公里,到店服务,9.38万,
江淮 瑞风M5 2013款 2.0T 汽油自动公务版,2015年,5.1万公里,到店服务,6.95万,
奇瑞E3 2013款 1.5L 手动智尚型,2015年,1.9万公里,到店服务,2.65万,6.60万
大众 高尔夫 2011款 1.4TSI 自动豪华型,2011年,5.9万公里,到店服务,6.67万,18.10万
海马S5 2015款 1.6L 手动舒适型,2015年,5.7万公里,到店服务,4.42万,
陆风X7 2015款 2.0T 全景尊贵版,2016年,4.4万公里,到店服务,7.04万,15.20万
奔腾X80 2013款 2.0L 手动豪华型,2013年,4.3万公里,到店服务,4.99万,
大众POLO 2012款 1.6L Cross POLO MT,2013年,7.5万公里,到店服务,4.34万,12.40万
别克 君威 2012款 2.0L 舒适版,2013年,6.9万公里,到店服务,7.72万,20.20万
别克 君威 2015款 2.0L 领先时尚型,2015年,7.8万公里,到店服务,9.68万,
福特 福克斯 2013款 两厢经典 1.8L 手动基本型,2015年,4.5万公里,到店服务,4.43万,
吉利 博瑞 2015款 2.4L 舒适型,2015年,8.0万公里,到店服务,7.19万,
大众 朗行 2013款 1.6L 自动舒适型,2014年,6.1万公里,到店服务,6.92万,
大众 速腾 2014款 1.6L 手动舒适型,2014年,5.7万公里,到店服务,6.40万,15.10万
宝骏730 2015款 1.8L 手动豪华导航ESP版 7座,2015年,2.6万公里,到店服务,5.12万,
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,2015年,3.2万公里,到店服务,7.18万,16.30万
比亚迪G6 2013款 2.0L 手动尊贵型,2013年,5.8万公里,到店服务,2.57万,
大众 朗行 2013款 1.6L 手动风尚型,2015年,5.2万公里,到店服务,5.92万,
别克 威朗 2015款 三厢 15S 自动领先型,2016年,1.5万公里,到店服务,8.76万,16.80万
奥迪Q5 2011款 2.0TFSI 舒适型,2012年,9.2万公里,到店服务,17.70万,51.60万
现代ix35 2012款 2.0L 自动两驱新锐版GL,2012年,7.0万公里,到店服务,6.73万,20.00万
标致301 2014款 1.6L 手动舒适版,2013年,7.2万公里,到店服务,3.04万,
雪铁龙 世嘉 2013款 1.6L 手动品尚型CNG,2014年,4.6万公里,到店服务,4.41万,
比亚迪S6 2011款 2.4L 自动尊享型,2012年,4.5万公里,到店服务,4.33万,14.20万
荣威360 2015款 1.5L 手动豪华版,2015年,2.2万公里,到店服务,4.12万,
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2014年,6.9万公里,到店服务,6.18万,13.60万
大众 途观 2012款 1.8TSI 自动两驱菁英版,2012年,9.0万公里,到店服务,10.48万,27.70万
吉利 博越 2016款 1.8TD 自动智联型,2018年,1.5万公里,到店服务,9.44万,
福特 翼虎 2013款 2.0L GTDi 四驱精英型,2014年,9.7万公里,到店服务,11.17万,
比亚迪G5 2014款 1.5TI 手动尊贵型,2015年,3.9万公里,到店服务,3.83万,9.30万
雪佛兰 科鲁兹 2012款 1.6L SE MT,2012年,9.9万公里,到店服务,3.19万,
大众 速腾 2012款 1.6L 手动舒适型,2012年,4.1万公里,到店服务,6.09万,
起亚K2 2015款 三厢 1.4L MT GLS,2017年,1.1万公里,到店服务,5.11万,8.50万
别克 英朗 2015款 18T 双离合运动旗舰型,2016年,2.9万公里,到店服务,8.30万,
雪佛兰 科鲁兹 2013款 1.6L SL MT,2013年,7.1万公里,到店服务,3.88万,11.80万
大众 途观 2012款 1.8TSI 自动两驱风尚版,2012年,8.0万公里,到店服务,10.31万,25.40万
别克 君威 2012款 2.0L 舒适版,2013年,4.6万公里,到店服务,7.21万,
别克 君越 2011款 2.4L SIDI豪雅版,2011年,7.3万公里,到店服务,7.52万,27.70万
雪铁龙 世嘉 2013款 三厢 2.0L 手动品悦型,2014年,7.7万公里,到店服务,4.29万,12.70万
长城C50 2013款 1.5T 手动时尚型,2013年,7.9万公里,到店服务,3.65万,8.70万
比亚迪 速锐 2015款 1.5L 手动豪华型,2015年,8.6万公里,到店服务,3.39万,
雪佛兰 2015款 赛欧3 1.3L AMT理想版,2016年,2.9万公里,到店服务,4.02万,
福特 福克斯 2012款 三厢 1.6L 自动风尚型,2013年,5.0万公里,到店服务,5.93万,15.60万
福特 福克斯 2012款 三厢 1.6L 手动舒适型,2013年,6.8万公里,到店服务,4.80万,13.00万
起亚K2 2015款 三厢 1.4L MT GLS,2016年,4.6万公里,到店服务,4.95万,8.50万
福特 福克斯 2012款 三厢 1.6L 自动风尚型,2012年,8.4万公里,到店服务,5.01万,
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,2015年,5.5万公里,到店服务,5.70万,
别克 凯越 2013款 1.5L 自动经典型,2014年,4.5万公里,到店服务,4.12万,
雪佛兰 爱唯欧 2011款 三厢 1.4L MT SE,2013年,4.8万公里,到店服务,3.30万,9.50万
雪佛兰 科鲁兹 2013款 1.6L SE MT,2013年,6.9万公里,到店服务,4.40万,13.00万
大众 途观 2015款 1.8TSI 自动四驱豪华型,2015年,1.6万公里,到店服务,16.70万,30.00万
福特 福克斯 2012款 两厢 1.6L 自动风尚型,2014年,3.6万公里,到店服务,6.00万,15.60万
福特 福克斯 2012款 三厢 1.6L 自动风尚型,2014年,4.1万公里,到店服务,5.80万,15.60万
福特 蒙迪欧-致胜 2011款 2.0L GTDi200时尚型,2013年,7.8万公里,到店服务,8.00万,21.70万
海马骑士 2013款 2.0L 手动经典型,2013年,6.0万公里,到店服务,3.40万,11.50万
日产 轩逸 2012款 经典 1.6XE 自动舒适版,2013年,6.3万公里,到店服务,5.30万,11.90万
标致2008 2014款 1.6L 自动潮流版,2016年,2.3万公里,到店服务,6.80万,11.90万
别克 凯越 2013款 1.5L 手动尊享型,2014年,5.0万公里,到店服务,4.20万,11.50万
哈弗H6 2015款 升级版 1.5T 手动两驱都市型,2016年,2.9万公里,到店服务,5.99万,10.80万
标致308 2014款 乐享版 经典 1.6L 手动风尚型,2015年,4.8万公里,到店服务,5.00万,12.40万
别克 英朗 2012款 GT 1.6L 手动进取版,2014年,4.5万公里,到店服务,5.50万,14.90万
传祺GS4 2017款 235T 自动两驱豪华智联版,2017年,1.6万公里,到店服务,9.02万,15.60万
宝骏560 2015款 1.8L 手动豪华型,2016年,4.2万公里,到店服务,5.60万,9.70万
哈弗H6 2012款 2.4L 自动两驱尊贵型,2013年,2.0万公里,到店服务,5.60万,14.60万
比亚迪S7 2015款 2.0T 自动尊贵型,2015年,3.9万公里,到店服务,6.00万,14.10万
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,2014年,5.8万公里,到店服务,5.45万,
宝马3系GT 2014款 320i 设计套装型(进口),2015年,3.5万公里,到店服务,24.72万,52.40万
大众CC 2012款 2.0TSI 至尊型,2012年,11.6万公里,到店服务,12.46万,
别克 君越 2012款 2.4L SIDI豪雅版,2012年,8.9万公里,到店服务,7.94万,
大众CC 2013款 1.8TSI 豪华型,2014年,5.9万公里,到店服务,14.22万,
大众 朗行 2013款 1.6L 自动风尚型,2013年,7.1万公里,到店服务,6.13万,
宝马X1 2016款 sDrive18Li 时尚型,2016年,1.9万公里,到店服务,19.54万,
日产 骊威 2013款 1.6XE 手动舒适版,2015年,2.6万公里,到店服务,4.47万,
长安 悦翔V7 2015款 1.6L 手动乐动型 国IV,2016年,5.6万公里,到店服务,3.65万,7.20万
别克 凯越 2013款 1.5L 手动尊享型,2013年,6.7万公里,到店服务,3.72万,
大众 帕萨特 2011款 1.8TSI DSG至尊版,2011年,13.2万公里,到店服务,8.68万,
大众 高尔夫 2017款 230TSI 自动豪华百万辆纪念版,2017年,3.8万公里,到店服务,11.79万,18.00万
雪铁龙 爱丽舍 2014款 1.6L 手动时尚型,2014年,4.5万公里,到店服务,3.30万,9.10万
别克 昂科威 2014款 28T 四驱精英型,2015年,4.6万公里,到店服务,14.44万,
雪佛兰 科鲁兹 2012款 1.6L SL天地版 AT,2013年,3.3万公里,到店服务,5.33万,
雪佛兰 科鲁兹 2013款 掀背 1.6L 自动豪华型,2014年,4.0万公里,到店服务,5.28万,14.50万
奇瑞 瑞虎3X 2017款 1.5L 自动时尚版,2017年,0.9万公里,到店服务,4.57万,7.80万
哈弗H6 2017款 改款蓝标 运动版 1.5T 自动两驱豪华型,2017年,0.7万公里,到店服务,8.43万,
长安CX20 2014款 1.4L 手动运动版 国IV,2015年,3.8万公里,到店服务,2.53万,
现代 索纳塔九 2015款 1.6T GLS智能型,2016年,6.2万公里,到店服务,11.01万,21.10万
大众 凌渡 2015款 280TSI DSG舒适版,2016年,4.7万公里,到店服务,11.69万,
别克 君越 2012款 2.4L SIDI豪雅版,2012年,6.1万公里,到店服务,8.23万,
凯迪拉克XTS 2016款 28T 豪华型,2016年,8.2万公里,到店服务,19.63万,
本田 缤智 2017款 1.8L CVT两驱先锋型,2017年,3.6万公里,到店服务,12.10万,
大众 捷达 2015款 质惠版 1.6L 手动时尚型,2015年,3.7万公里,到店服务,4.72万,9.30万
大众 桑塔纳 2016款 1.4L 手动风尚版,2018年,0.9万公里,到店服务,5.70万,9.20万
日产 阳光 2015款 1.5XE 手动舒适版,2016年,4.4万公里,到店服务,4.20万,
MG5 2012款 1.5L 自动精英版,2014年,8.8万公里,到店服务,3.74万,10.60万
MG6 2012款 掀背 1.8L 手动驾值版,2012年,11.9万公里,到店服务,3.11万,
起亚K3 2015款 1.6L 手动GL,2016年,7.1万公里,到店服务,5.02万,11.20万
大众 速腾 2015款 1.6L 自动舒适型,2015年,2.2万公里,到店服务,9.17万,16.40万
本田 缤智 2015款 1.5L CVT两驱舒适型,2015年,4.9万公里,到店服务,9.03万,14.80万
长安CS35 2015款 1.6L 手动豪华型 国V,2015年,5.2万公里,到店服务,4.30万,9.10万
大众POLO 2018款 1.5L 自动安驾型,2018年,1.2万公里,到店服务,6.48万,
吉利 帝豪 2017款 三厢百万款 1.5L 手动向上互联版,2018年,0.8万公里,到店服务,5.52万,
大众 桑塔纳 2015款 1.6L 手动舒适版,2015年,8.2万公里,到店服务,4.24万,11.30万
现代 瑞纳 2010款 三厢 1.4L 手动舒适型GS,2013年,4.9万公里,到店服务,2.96万,
别克 君越 2012款 2.4L SIDI雅致版,2013年,10.2万公里,到店服务,9.16万,25.60万
哈弗H1 2015款 1.5L AMT豪华型,2015年,2.1万公里,到店服务,4.27万,8.50万
丰田 汉兰达 2012款 2.7L 两驱7座豪华版,2015年,3.7万公里,到店服务,18.30万,32.40万
现代 瑞纳 2014款 1.4L 手动智能型GLS,2015年,3.1万公里,到店服务,3.79万,8.60万
奥迪Q5 2012款 2.0TFSI 技术型,2012年,10.2万公里,到店服务,15.98万,46.40万
大众POLO 2016款 1.4L 手动风尚型,2018年,3.4万公里,到店服务,5.14万,
五菱宏光 2015款 1.2L S基本型 国IV,2016年,2.3万公里,到店服务,3.10万,5.30万
吉利 远景X3 2017款 1.5L 自动精英型,2019年,0.2万公里,到店服务,5.00万,6.70万
东风风行 菱智 2015款 V3 1.5L 5座特惠型,2015年,4.5万公里,到店服务,2.74万,
奇瑞 瑞虎5x 2017款 1.5T 自动精英型,2017年,1.4万公里,到店服务,6.69万,10.40万
日产 天籁 2016款 改款 2.0L XL舒适版,2017年,2.6万公里,到店服务,14.05万,
标致308 2014款 乐享版 经典 1.6L 手动优尚型,2014年,4.3万公里,到店服务,4.20万,11.50万
丰田 凯美瑞 2013款 200G 经典豪华版,2014年,9.1万公里,到店服务,9.82万,21.00万
马自达CX-5 2015款 2.5L 自动四驱旗舰型,2016年,4.5万公里,到店服务,16.50万,26.70万
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,2016年,3.8万公里,到店服务,7.33万,
沃尔沃S90 2017款 T4 智远版,2017年,3.0万公里,到店服务,25.50万,
东南DX7 2015款 1.5T 自动精英型,2016年,4.8万公里,到店服务,7.10万,13.00万
大众POLO 2014款 1.6L 自动30周年纪念版,2014年,3.7万公里,到店服务,6.10万,12.90万
宝马X1 2014款 sDrive18i 时尚型,2015年,6.1万公里,到店服务,18.00万,30.90万
大众POLO 2011款 劲取 1.4L 手动实尚版,2011年,3.9万公里,到店服务,3.06万,9.90万
雪佛兰 科鲁兹 2012款 1.8L SE AT,2012年,9.1万公里,到店服务,4.60万,
传祺GS5 2014款 2.0L 自动两驱周年增值版,2014年,7.7万公里,到店服务,6.25万,17.00万
MG 锐腾 2015款 1.5TGI TST豪华版,2015年,3.5万公里,到店服务,6.35万,16.20万
大众 途观 2015款 1.8TSI 自动两驱舒适版,2015年,8.6万公里,店内直卖,12.08万,25.80万
大众 朗逸 2011款 1.6L 自动品悠版,2011年,9.8万公里,到店服务,4.41万,
别克 英朗 2016款 15N 自动精英型,2016年,2.0万公里,到店服务,7.21万,
纳智捷 纳5 2013款 1.8T 自动豪华型,2014年,4.2万公里,到店服务,4.80万,14.00万
福特 翼搏 2013款 1.5L 自动尊贵型,2015年,3.4万公里,到店服务,6.09万,
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2015年,4.2万公里,到店服务,10.50万,21.40万
别克 君威 2015款 2.0L 精英时尚型,2014年,6.7万公里,到店服务,8.22万,21.00万
雪佛兰 科鲁兹 2013款 掀背 1.6T 自动旗舰型,2014年,5.9万公里,到店服务,6.06万,16.30万
别克 凯越 2015款 1.5L 自动经典型,2015年,4.8万公里,到店服务,4.49万,10.00万
斯柯达 昕锐 2013款 1.4L 手动乐选型,2014年,5.7万公里,到店服务,3.80万,8.70万
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2014年,4.2万公里,到店服务,9.20万,21.40万
哈弗H1 2015款 1.5L AMT豪华型,2015年,1.9万公里,到店服务,4.38万,8.50万
菲亚特 致悦 2014款 1.4T 自动舒适版,2015年,1.9万公里,到店服务,5.91万,14.00万
现代 悦动 2011款 1.6L 手动舒适型,2013年,4.1万公里,到店服务,3.72万,
别克 英朗 2013款 GT 1.6L 手动进取版,2014年,2.3万公里,|,6.25万,14.90万
众泰 大迈X5 2017款 升级版 1.5T CVT知县型,1.5万公里,到店服务,|,5.80万,10.80万
别克 君越 2012款 2.4L SIDI雅致版,4.1万公里,到店服务,|,8.67万,25.60万
大众 朗行 2013款 1.4TSI 手动舒适型,11.0万公里,到店服务,|,5.38万,14.90万
大众 途观 2015款 1.8TSI 自动两驱舒适版,3.0万公里,到店服务,|,14.45万,25.80万
福特 翼虎 2013款 2.0L GTDi 四驱尊贵型,2014年,4.8万公里,到店服务,13.02万,29.90万
大众 帕萨特 2014款 1.8TSI DSG御尊版,2014年,5.3万公里,到店服务,12.89万,26.00万
大众 捷达 2015款 质惠版 1.6L 自动时尚型,2015年,4.8万公里,到店服务,5.29万,10.40万
大众 朗逸 2013款 1.4TSI DSG舒适版,2013年,7.8万公里,到店服务,6.52万,
本田 飞度 2014款 1.5L LX 手动舒适型,2016年,2.4万公里,到店服务,5.73万,8.00万
凯迪拉克XTS 2014款 28T 舒适型,2016年,3.6万公里,到店服务,18.11万,
雪佛兰 科鲁兹 2012款 1.6L SE MT,2012年,6.5万公里,到店服务,3.68万,
日产 西玛 2016款 2.5L XV 至尊版,2016年,1.6万公里,到店服务,16.99万,
哈弗H2 2014款 1.5T 手动两驱精英版,2015年,4.0万公里,到店服务,5.22万,
大众POLO 2016款 1.4L 自动风尚型,2017年,1.7万公里,到店服务,6.17万,9.50万
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,2016年,1.7万公里,到店服务,8.06万,16.30万
宝马X4 2014款 xDrive20i X设计套装(进口),2014年,3.6万公里,到店服务,32.00万,53.20万
哈弗H6 2013款 升级版 1.5T 手动两驱精英型,2013年,4.5万公里,到店服务,4.59万,
雪铁龙 世嘉 2011款 两厢 2.0L 手动劲雅型,2011年,2.8万公里,到店服务,3.50万,12.90万
哈弗H6 2017款 换代 蓝标 2.0T 自动两驱智尚型,2017年,1.5万公里,到店服务,9.72万,15.20万
别克 君越 2016款 28T 豪华型,2017年,1.7万公里,到店服务,19.39万,32.50万
江淮 瑞风S3 2016款 1.5L 手动豪华型,2016年,4.7万公里,到店服务,3.76万,7.60万
福特 福克斯 2012款 三厢 1.6L 手动风尚型,2014年,4.8万公里,到店服务,4.90万,
现代 名图 2016款 1.8L 自动智能型GLS,2016年,4.7万公里,到店服务,9.67万,16.30万
奇瑞 艾瑞泽5 2017款 1.5L 手动豪华版,2017年,2.3万公里,到店服务,4.49万,
现代 悦纳 2016款 1.4L 手动炫酷版GLS,2017年,4.2万公里,到店服务,4.45万,
福特 翼搏 2017款 1.5L 自动风尚型,2017年,1.5万公里,到店服务,6.89万,12.40万
大众 朗逸 2013款 经典 1.6L 手动风尚版,2013年,5.9万公里,到店服务,4.40万,
现代 飞思 2011款 1.6L 自动旗舰版(进口),2012年,4.3万公里,到店服务,7.88万,22.30万
别克 英朗 2013款 GT 1.6L 自动时尚版,2013年,5.0万公里,到店服务,5.85万,
奔驰E级 2010款 E 260 L CGI优雅型,2011年,11.0万公里,|,16.66万,55.90万
猎豹CS10 2015款 2.0T 手动风尚型,4.7万公里,到店服务,|,6.30万,11.50万
雪铁龙 世嘉 2012款 三厢 1.6L 手动品尚型,4.6万公里,到店服务,|,3.49万,11.60万
大众 速腾 2015款 230TSI 自动舒适型,4.8万公里,到店服务,|,9.93万,17.50万
雪铁龙 世嘉 2013款 两厢 1.6L 手动乐享型,2.8万公里,到店服务,|,3.79万,
大众 朗逸 2011款 1.6L 自动品雅版,10.0万公里,到店服务,|,4.68万,14.60万
猎豹CS9 2017款 1.5L CVT尊贵型,0.3万公里,到店服务,|,7.71万,
雪佛兰 科鲁兹 2013款 1.6L SL天窗版 MT,8.4万公里,到店服务,|,3.88万,12.30万
标致308 2014款 乐享版 经典 1.6L 手动优尚型,4.8万公里,到店服务,|,4.90万,11.50万
别克 英朗 2012款 XT 1.6L 自动时尚版,7.2万公里,到店服务,|,5.60万,
长城M4 2012款 1.5L 手动舒适型,2.7万公里,到店服务,|,2.87万,6.90万
本田CR-V 2012款 2.0L 两驱都市版,10.1万公里,到店服务,|,11.46万,
现代ix25 2015款 1.6L 自动两驱智能型GLS,12.3万公里,到店服务,|,6.66万,15.50万
路虎 揽胜极光 2015款 2.0T 五门锐动版,4.1万公里,到店服务,|,28.00万,56.70万
福特 福克斯 2015款 两厢 1.6L 自动舒适型,2015年,2.2万公里,到店服务,7.50万,13.50万
路虎 发现神行 2016款 2.0T HSE LUXURY,2016年,3.9万公里,到店服务,21.88万,56.20万
长安商用 欧尚 2018款 A600 1.5L 手动精英型,2018年,0.4万公里,到店服务,5.00万,6.40万
别克GL8 2014款 2.4L 经典版,2014年,6.7万公里,到店服务,10.72万,22.70万
宝马5系 2014款 520Li 典雅型,2016年,13.7万公里,到店服务,24.62万,47.30万
宝马5系 2014款 520Li 典雅型,2014年,10.0万公里,到店服务,25.50万,47.30万
长城M4 2012款 1.5L 手动豪华型,2014年,6.5万公里,到店服务,2.77万,
别克 君威 2012款 2.0L 豪华版,2012年,5.5万公里,到店服务,6.95万,
东南 V3菱悦 2015款 1.5L 手动风采版,2014年,3.8万公里,到店服务,2.85万,
福特 翼虎 2013款 2.0L GTDi 四驱尊贵型,2014年,4.6万公里,到店服务,12.60万,
大众CC 2016款 2.0TSI 豪华型,2015年,3.6万公里,到店服务,16.97万,30.80万
现代 名图 2016款 1.6T 自动智能型GLS,2016年,5.1万公里,到店服务,9.90万,17.30万
大众 辉昂 2016款 380TSI 两驱御尊版,2016年,4.6万公里,到店服务,23.00万,37.90万
斯巴鲁 森林人 2013款 2.5i 自动豪华版,2014年,7.2万公里,到店服务,15.00万,30.40万
海马 福美来 2014款 M5 1.6L 自动舒适型,2014年,5.8万公里,到店服务,4.02万,10.30万
大众 凌渡 2015款 230TSI DSG风尚版,2015年,10.5万公里,到店服务,8.84万,
传祺GS4 2016款 235T G-DCT精英版,2016年,4.8万公里,到店服务,9.06万,14.50万
雪佛兰 科鲁兹 2012款 1.6L SE AT,2012年,7.7万公里,到店服务,4.39万,14.60万
凯迪拉克XTS 2014款 28T 精英型,2015年,6.4万公里,到店服务,18.15万,
五菱宏光 2015款 1.5L S1舒适国V,2016年,1.7万公里,到店服务,4.09万,6.90万
标致2008 2014款 1.6L 手动时尚版,2014年,2.3万公里,到店服务,5.02万,
别克 英朗 2013款 GT 1.6L 手动进取版,2014年,7.5万公里,到店服务,4.62万,14.90万
福特 福睿斯 2017款 1.5L 自动舒适型,2017年,1.4万公里,到店服务,6.67万,11.70万
现代ix35 2012款 2.0L 自动两驱精英版GLS,2013年,6.8万公里,到店服务,7.39万,
哈弗H6 2013款 升级版 1.5T 手动两驱精英型,2013年,3.8万公里,到店服务,4.82万,12.60万
大众 甲壳虫 2013款 1.2TSI 时尚型(进口),2013年,4.7万公里,到店服务,12.00万,21.60万
标致3008 2013款 1.6THP 自动至尚版,2013年,6.8万公里,到店服务,7.61万,23.30万
别克 英朗 2012款 XT 1.6T 时尚运动版,2013年,7.8万公里,到店服务,5.38万,18.60万
奥迪A6L 2014款 TFSI 标准型,2015年,3.1万公里,到店服务,25.68万,
丰田 雷凌 2014款 1.6G CVT精英版,2015年,3.0万公里,到店服务,8.35万,13.50万
宝马3系 2018款 330Li xDrive 豪华套装,2018年,0.7万公里,到店服务,30.04万,52.50万
大众 桑塔纳 2016款 1.4L 手动风尚版,2018年,1.4万公里,到店服务,4.98万,
大众 帕萨特 2014款 1.8TSI DSG御尊版,2014年,5.6万公里,到店服务,12.80万,26.00万
北汽绅宝 绅宝D50 2014款 1.5L 手动标准版,2015年,5.8万公里,到店服务,3.19万,8.10万
大众POLO 2016款 1.4L 手动风尚型,2016年,3.8万公里,到店服务,4.86万,8.20万
哈弗H6 2017款 换代 红标 2.0T 自动两驱智尚型,2017年,1.9万公里,到店服务,9.87万,15.20万
日产 骐达 2011款 1.6L CVT智能型,2014年,2.3万公里,到店服务,6.52万,
福特 福克斯 2012款 三厢 1.6L 自动舒适型,2014年,4.5万公里,到店服务,6.27万,14.20万
奇瑞 瑞虎3 2018款 经典版 1.6L 手动舒适型,2018年,1.9万公里,太原,5.80万,6.50万
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,2013年,8.7万公里,到店服务,4.36万,
