职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
数据分析专员,民营,500-999人,2019-09-20 14:19:21,本科,软件/互联网开发/系统集成,1-3年,天津策诚科技有限公司上海分公司,8K-10K,淄博-张店区,五险一金全勤奖带薪年假员工旅游节日福利
Java开发工程师,合资,20-99人,2019-09-20 14:19:39,本科,软件/互联网开发/系统集成,3-5年,北京协和医疗信息技术有限责任公司,15K-20K,北京,五险一金年底双薪绩效奖金加班补助交通补助
数据分析师,上市公司,500-999人,2019-09-20 14:19:08,本科,软件/互联网开发/系统集成,1-3年,新东方福州学校,5K-8K,福州-鼓楼区,节日福利周末双休五险一金定期体检员工旅游
数据库软件开发工程师,其它,100-499人,2019-09-20 14:19:39,本科,软件/互联网开发/系统集成,3-5年,沈阳泰途科技有限公司,8K-10K,沈阳-铁西区,五险一金年底双薪加班补助带薪年假节日福利
PHP开发工程师,股份制企业,500-999人,2019-09-20 14:19:06,大专,软件/互联网开发/系统集成,1年以下,上海师田计算机信息技术有限公司,6K-8K,上海,不加班住房补贴五险一金包吃包住
中级软件开发工程师,民营,20人以下,2019-09-20 13:44:07,学历不限,软件/互联网开发/系统集成,1-3年,云南昆远睿方科技有限公司,5K-8K,昆明,创业公司五险一金年底双薪定期体检节日福利
数据工程师,民营,20-99人,2019-09-20 14:18:03,大专,软件/互联网开发/系统集成,1年以下,西安瑞宝电子科技有限公司,2K-4K,西安,五险一金带薪年假定期体检周末双休年底双薪
Java开发工程师,民营,20-99人,2019-09-20 14:18:05,本科,软件/互联网开发/系统集成,3-5年,上海翰声信息技术有限公司,10K-20K,北京,
游戏运营数据挖掘主管,民营,100-499人,2019-09-20 14:18:37,本科,软件/互联网开发/系统集成,1-3年,乐港科技有限公司,9K-18K,杭州,加班补助餐补定期体检弹性工作交通补助
Java开发工程师,民营,不限,2019-09-20 14:18:35,本科,软件/互联网开发/系统集成,3-5年,杭州中薪联网络科技有限公司,8K-10K,杭州,带薪年假周末双休国家法定假休
unity3D开发工程师,民营,100-499人,2019-09-20 14:18:21,大专,软件/互联网开发/系统集成,1-3年,广州市三川田文化科技股份有限公司,6K-8K,广州-黄埔区,五险一金绩效奖金全勤奖节日福利带薪年假
数据分析师,民营,100-499人,2019-09-20 14:17:24,本科,软件/互联网开发/系统集成,1-3年,西安绿点信息科技有限公司,6K-10K,北京-西城区,五险一金年底双薪带薪年假定期体检周末双休
数据中台实习生,股份制企业,1000-9999人,2019-09-20 14:17:13,本科,实习生/培训生/储备干部,无经验,阳光保险集团股份有限公司,薪资面议,北京,节日福利弹性工作员工旅游
大数据分析师,民营,20人以下,2019-09-20 14:17:28,本科,软件/互联网开发/系统集成,不限,子兮欣选(重庆)贸易股份有限公司,4K-6K,重庆,
后台nodejs开发工程师,上市公司,100-499人,2019-09-20 14:17:04,本科,软件/互联网开发/系统集成,3-5年,北京佳讯飞鸿电气股份有限公司,10K-15K,北京-海淀区,五险一金餐补带薪年假补充医疗保险定期体检
ios开发工程师,民营,20-99人,2019-09-20 11:35:23,大专,软件/互联网开发/系统集成,3-5年,深圳市中正华玺网络科技有限公司,10K-15K,深圳,五险一金带薪年假员工旅游节日福利周末双休
java开发工程师,合资,20-99人,2019-09-20 14:16:19,大专,软件/互联网开发/系统集成,5-10年,湖北众堃科技股份有限公司,10K-15K,黄石,五险一金绩效奖金定期体检带薪年假节日福利
Android开发工程师,民营,20-99人,2019-09-20 14:16:17,大专,软件/互联网开发/系统集成,3-5年,深圳市三个六科技有限公司,15K-18K,深圳,带薪年假五险一金弹性工作节日福利
Webgl前端开发工程师,股份制企业,1000-9999人,2019-09-20 14:16:29,本科,软件/互联网开发/系统集成,3-5年,东易日盛家居装饰集团,10K-15K,北京-朝阳区,五险一金餐补带薪年假大牛带队周末双休
数据库同步工具开发工程师,上市公司,1000-9999人,2019-09-20 14:15:23,本科,软件/互联网开发/系统集成,3-5年,创意信息技术股份有限公司,15K-20K,北京-朝阳区,绩效奖金交通补助补充医疗保险通讯补助免费班车
Java开发工程师,民营,1000-9999人,2019-09-20 14:15:33,本科,软件/互联网开发/系统集成,3-5年,北京汉克时代科技有限公司,10K-15K,北京,五险一金绩效奖金带薪年假员工旅游节日福利
Java开发工程师,民营,20人以下,2019-09-20 14:15:06,本科,软件/互联网开发/系统集成,3-5年,天津融睿合企业管理咨询有限公司,10K-20K,天津,五险一金员工旅游带薪年假定期团建餐补
中高级java开发工程师,民营,20-99人,2019-09-20 14:03:29,本科,软件/互联网开发/系统集成,3-5年,深圳市微达安计算机有限公司,6K-12K,广州-越秀区,五险一金年底双薪带薪年假定期体检员工旅游
java开发工程哈斯,民营,1000-9999人,2019-09-20 14:12:37,本科,软件/互联网开发/系统集成,3-5年,北京汉克时代科技有限公司,10K-15K,北京-海淀区,五险一金定期体检周末双休加班补助
大数据分析工程师(J31471),上市公司,10000人以上,2019-09-20 14:14:33,本科,软件/互联网开发/系统集成,不限,碧桂园控股,薪资面议,佛山-顺德区,带薪年假公司重点项目五险一金通讯补助绩效奖金
数据分析工程师,民营,20-99人,2019-09-20 14:14:12,本科,软件/互联网开发/系统集成,不限,南京创蓝科技有限公司,8K-16K,南京,五险一金绩效奖金交通补助餐补带薪年假
php开发程序员,民营,20人以下,2019-09-20 14:14:31,学历不限,软件/互联网开发/系统集成,1-3年,洛阳数海网络科技有限公司,3K-5K,洛阳,五险一金年底双薪绩效奖金弹性工作创业公司
PHP开发工程师,民营,20-99人,2019-09-20 14:13:11,学历不限,软件/互联网开发/系统集成,不限,蚌埠和能信息科技有限公司,4K-6K,蚌埠,五险一金绩效奖金周末双休项目奖金定期团建
中级开发工程师 (MJ000901),上市公司,1000-9999人,2019-09-20 14:13:18,本科,软件/互联网开发/系统集成,1-3年,神州数码系统集成服务有限公司上海分公司,8K-10K,合肥,五险一金交通补助餐补通讯补助
安卓 Android 开发工程师,上市公司,1000-9999人,2019-09-20 14:12:40,大专,软件/互联网开发/系统集成,3-5年,上海易宝软件有限公司,15K-25K,深圳-南山区,五险一金绩效奖金定期体检周末双休节日福利
数据库开发,民营,20-99人,2019-09-20 14:12:14,本科,软件/互联网开发/系统集成,3-5年,两江同创(北京)科技发展有限公司,10K-15K,北京-海淀区,五险一金加班补助交通补助餐补房补
